brand_name_clean,substance_clean
meloxivet,meloxicam
meloxoral,meloxicam
melphalan,melphalan
melphalan flufenamide,melphalan flufenamide
melphalan flufenamide hydrochloride,melphalan flufenamide hydrochloride
melphalan hydrochloride,melphalan hydrochloride
melredableukin alfa,melredableukin alfa
melrilimab,melrilimab
melubrine,chloroquine sulphate
memantine accord,memantine hydrochloride
memantine fgk,memantine
memantine hydrochloride,memantine hydrochloride
memantine hydrochloride component of namzaric,memantine hydrochloride
memantine lek,memantine hydrochloride
memantine merz,memantine hydrochloride
memantine mylan,memantine hydrochloride
memantine ratiopharm,memantine hydrochloride
membraneblue,trypan blue
men's rogaine,minoxidil
menadione,menadione
mendys,mefenamic acid
menest,"estrogens, esterified"
menidrabol,nandrolone
menoctone,menoctone
menogaril,menogaril
menopur,menotropins
menorest 37.5,estradiol
menorest 50,estradiol
menorest 75,estradiol
menoring 50,estradiol
menostar,estradiol
menotrophin,menotropins
menotropins,menotropins
menquadfi,neisseria meningitidis group c polysaccharide conjugated to tetanus toxoid;neisseria meningitidis group a polysaccharide conjugated to tetanus toxoid;neisseria meningitidis group y polysaccharide conjugated to tetanus toxoid;neisseria meningitidis group w-135 polysaccharide conjugated to tetanus toxoid
menstralite,tranexamic acid
menta-bal,mephobarbital
mentaven xl,venlafaxine
mentax,butenafine hydrochloride
mentax-tc,butenafine hydrochloride
menthol component of salonpas,menthol
menveo,"meningococcal group a, c, w-135 and y conjugate vaccine"
menzol,norethindrone
mepacrine,quinacrine
mepact,mifamurtide
mepartricin,mepartricin
mepergan,promethazine hydrochloride
meperidine hydrochloride,meperidine hydrochloride
meperidine hydrochloride component of mepergan,meperidine hydrochloride
meperidine hydrochloride preservative free,meperidine hydrochloride
mephamesone,dexamethasone sodium phosphate
mephenytoin,mephenytoin
mephyton,phytonadione
mepivacaine hydrochloride,mepivacaine hydrochloride
mepolizumab,mepolizumab
mepranix 100,metoprolol tartrate
mepranix 50,metoprolol tartrate
meprednisone,meprednisone
mepriam,meprobamate
meprobamate,meprobamate
meprobamate component of equagesic,meprobamate
meprobamate component of mepro-aspirin,meprobamate
meprobamate component of micrainin,meprobamate
meprobamate component of q-gesic,meprobamate
mepron,atovaquone
meprospan,meprobamate
mepsevii,vestronidase alfa
meptazinol,meptazinol
mequidox,mequidox
mequinol,mequinol
mequinol component of solage,mequinol
meradan,rimantadine hydrochloride
meradimate,meradimate
meralen,flufenamic acid
merbentyl,dicyclomine hydrochloride
merbentyl 20,dicyclomine hydrochloride
mercaptamine,cysteamine
mercaptopurine,mercaptopurine
mercloran,chlormerodrin
mercodinone,hydrocodone bitartrate
meresa,sulpiride
merestinib,merestinib
meretek ubt kit (w/ pranactin),urea c 13
mericitabine,mericitabine
meridia,sibutramine hydrochloride
merimepodib,merimepodib
merional,menotropins
merital,nomifensine maleate
merocet,cetylpyridinium chloride
merocets,cetylpyridinium chloride
merocets plus,cetylpyridinium chloride
meropenem,meropenem
meropenem component of vabomere,meropenem
merovit,cetylpyridinium chloride
merrem,meropenem
mersalyl component of -theophylline sodium,mersalyl
merthiolate,thimerosal
mervan,alclofenac
mesalamine,mesalamine
mesalazine,mesalamine
mesantoin,mephenytoin
meseclazone,meseclazone
mesna,mesna
mesna free acid,2-mercaptoethanesulfonic acid
mesnex,mesna
mesoridazine,mesoridazine
mespiperone c 11,mespiperone c 11
mesren mr,mesalamine
mesterolone,mesterolone
mestinon,pyridostigmine bromide
mestinon 10,pyridostigmine bromide
mestinon ret,pyridostigmine bromide
mestranol,mestranol
mestranol component of enovid,mestranol
mestranol component of norinyl,mestranol
mestranol component of ovulen,mestranol
mesulfa,sulfamerazine
metabet sr,metformin hydrochloride
metabromsalan,metabromsalan
metacam,meloxicam
metadate cd,methylphenidate hydrochloride
metadate er,methylphenidate hydrochloride
metafolin,levomefolic acid
metahydrin,trichlormethiazide
metalite,trientine hydrochloride
metallibure,methallibure
metalpha 250,methyldopa
metalpha 500,methyldopa
metalyse,tenecteplase
metamizole,metamizole
metandren,methyltestosterone
metanium,salicylic acid
metaproterenol polistirex,metaproterenol polistirex
metaproterenol sulfate,metaproterenol sulfate
metaraminol bitartrate,metaraminol bitartrate
metastat,incyclinide
metastron,strontium chloride sr 89
metaxalone,metaxalone
metazym,cebsulfase alfa
meted,sulfur
meteneprost,meteneprost
metenix,metolazone
metenolone,methenolone acetate
meterfer,ferrous fumarate
metetoin,methetoin
metformin,metformin
metformin hydrochloride,metformin hydrochloride
metformin hydrochloride component of actoplus met,metformin hydrochloride
metformin hydrochloride component of avandamet,metformin hydrochloride
metformin hydrochloride component of glucovance,metformin hydrochloride
metformin hydrochloride component of invokamet,metformin hydrochloride
metformin hydrochloride component of janumet,metformin hydrochloride
metformin hydrochloride component of jentadueto,metformin hydrochloride
metformin hydrochloride component of kazano,metformin hydrochloride
metformin hydrochloride component of kombiglyze xr,metformin hydrochloride
metformin hydrochloride component of metaglip,metformin hydrochloride
metformin hydrochloride component of prandimet,metformin hydrochloride
metformin hydrochloride component of qternmet,metformin hydrochloride
metformin hydrochloride component of qternmet xr,metformin hydrochloride
metformin hydrochloride component of segluromet,metformin hydrochloride
metformin hydrochloride component of synjardy,metformin hydrochloride
metformin hydrochloride component of trijardy xr,metformin hydrochloride
metformin hydrochloride component of xigduo,metformin hydrochloride
metformin hydrochloride component of zituvimet,metformin hydrochloride
methacycline,methacycline
methadone hydrochloride,methadone hydrochloride
methadone hydrochloride intensol,methadone hydrochloride
methadose,methadone hydrochloride
methallibure,methallibure
methampex,methamphetamine hydrochloride
methamphetamine hydrochloride,methamphetamine hydrochloride
methaphenilene,methaphenilene
methaqualone,methaqualone
metharose,methadone hydrochloride
methazol,sulfamethizole
methazolamide,methazolamide
methdilazine hydrochloride,methdilazine hydrochloride
methenamine hippurate,methenamine hippurate
methenolone acetate,methenolone acetate
methergine,methylergonovine maleate
methetoin,methetoin
methex,methadone hydrochloride
methicillin,methicillin
methicillin sodium,methicillin sodium
methimazole,methimazole
methionine,methionine
methisazone,methisazone
methitest,methyltestosterone
methixene hydrochloride,methixene hydrochloride
methocarbamol,methocarbamol
methocarbamol component of robaxisal,methocarbamol
methopholine,methopholine
methotrexate,methotrexate
methotrexate lpf,methotrexate sodium
methotrexate preservative free,methotrexate sodium
methotrexate sodium,methotrexate sodium
methotrexate sodium preservative free,methotrexate sodium
methoxsalen,methoxsalen
methoxyflurane,methoxyflurane
methral,fluperolone acetate
methscopolamine bromide,methscopolamine bromide
methyclothiazide,methyclothiazide
methyclothiazide component of diutensen-r,methyclothiazide
methyclothiazide component of enduronyl,methyclothiazide
methyclothiazide component of eutron,methyclothiazide
methyl aminolevulinate hydrochloride,methyl aminolevulinate hydrochloride
methyl benzoquate,nequinate
methyl salicylate component of salonpas,methyl salicylate
methylated mineral,alcohol
methylatropine nitrate,methylatropine nitrate
methyldopa,methyldopa
methyldopa component of aldoril,methyldopa
methyldopate,methyldopate
methyldopate hydrochloride,methyldopate hydrochloride
methylergonovine maleate,methylergonovine maleate
methylin,methylphenidate hydrochloride
methylin er,methylphenidate hydrochloride
methylnaltrexone bromide,methylnaltrexone bromide
methylphenidate,methylphenidate
methylphenidate hydrochloride,methylphenidate hydrochloride
methylprednisolone,methylprednisolone
methylprednisolone acetate,methylprednisolone acetate
methylprednisolone acetate component of neo-medrol acetate,methylprednisolone acetate
methylprednisolone component of neo-medrol,methylprednisolone
methylprednisolone sodium succinate,methylprednisolone sodium succinate
methylprednisolone suleptanate,methylprednisolone suleptanate
methylrosaniline cl,gentian violet
methylrosanilinium cl,gentian violet
methylsamidorphan,methylsamidorphan
methylsamidorphan chloride,methylsamidorphan chloride
methyltestosterone,methyltestosterone
methylthioninium chloride proveblue,methylthioninium chloride
methynodiol diacetate,methynodiol diacetate
methypyrimal,sulfamerazine
methysergide,methysergide
meti-derm,prednisolone
metiamide,metiamide
metiapine,metiapine
meticortelone,prednisolone acetate
meticorten,prednisone
metioprim,metioprim
metipranolol,metipranolol
metirosine,metyrosine
metisazone,methisazone
metixen,methixene hydrochloride
metixene,methixene
metizoline,metizoline
metoclomex,metoclopramide hydrochloride
metoclopramide,metoclopramide
metoclopramide hydrochloride,metoclopramide hydrochloride
metoclopramide intensol,metoclopramide hydrochloride
metocurine iodide,metocurine iodide
metofane,methoxyflurane
metofoline,methopholine
metogest,metogest
metoject,methotrexate
metolazone,metolazone
metopimazine,metopimazine
metopiron,metyrapone
metopirone,metyrapone
metopon,metopon
metoprolol,metoprolol
metoprolol fumarate,metoprolol fumarate
metoprolol succinate,metoprolol succinate
metoprolol succinate component of dutoprol,metoprolol succinate
metoprolol tartrate,metoprolol tartrate
metoprolol tartrate component of lopressidone,metoprolol tartrate
metoprolol tartrate component of lopressor hct,metoprolol tartrate
metoquizine,metoquizine
metoros,metoprolol fumarate
metoros ls,metoprolol fumarate
metoserpate,metoserpate
metosyn,fluocinonide
metosyn fapg,fluocinonide
metox,metoclopramide hydrochloride
metozolv odt,metoclopramide hydrochloride
metra,phendimetrazine tartrate
metramid,metoclopramide hydrochloride
metreleptin,metreleptin
metrenperone,metrenperone
metreton,prednisolone sodium phosphate
metric 21,metronidazole
metrifonate,trichlorfon
metrizamide,metrizamide
metrizoate sodium,metrizoate sodium
metro i.v.,metronidazole
metro iv,metronidazole
metrocream,metronidazole
metrodin high purity,urofollitropin
metrogel,metronidazole
metrogel-vaginal,metronidazole
metrolotion,metronidazole
metrolyl,metronidazole
metromidol,metronidazole
metronidazole,metronidazole
metronidazole component of helidac,metronidazole
metronidazole component of pylera,metronidazole
metronidazole hydrochloride,metronidazole hydrochloride
metrosa,metronidazole
metrotop,metronidazole
metsol,metformin hydrochloride
metubine iodide,metocurine iodide
meturedepa,meturedepa
metvix,methyl aminolevulinate
metvixia,methyl aminolevulinate hydrochloride
metyrapone,metyrapone
metyrosine,metyrosine
mevacor,lovastatin
mevidalen,mevidalen
mevidalen hydroxybenzoate,mevidalen hydroxybenzoate
mevinacor,lovastatin
mevinacor 10,lovastatin
mevinacor 40,lovastatin
mevlyq,eribulin mesylate
mevrometostat,mevrometostat
mexate,methotrexate sodium
mexate-aq,methotrexate sodium
mexate-aq preserved,methotrexate sodium
mexiletine,mexiletine
mexiletine hydrochloride,mexiletine hydrochloride
mexitil,mexiletine hydrochloride
mexitil p.l.,mexiletine hydrochloride
mexrenoate potassium,mexrenoate potassium
mezagitamab,mezagitamab
mezavant xl,mesalamine
mezigdomide,mezigdomide
mezlin,mezlocillin sodium
mezlocillin,mezlocillin
mezolar matrix,fentanyl
mezzopram,omeprazole
mhyosphere pcv id,"mycoplasma hyopneumoniae, strain 7304 (nexhyon), expressing the capsid protein of porcine circovirus type 2a, inactivated"
miacalcic,calcitonin
miacalcin,calcitonin salmon
mianserin,mianserin
mibampator,mibampator
mibefradil,mibefradil
mibefradil dihydrochloride,mibefradil dihydrochloride
mibolerone,mibolerone
micafungin sodium,micafungin sodium
micanol,anthralin
micardis,telmisartan
micardisplus,telmisartan;hydrochlorothiazide
micatin,miconazole
micetal,flutrimazole
micolette,sodium citrate
miconazole 3,miconazole nitrate
miconazole 3 combination pack,miconazole nitrate
miconazole 7,miconazole nitrate
miconazole 7 combination pack,miconazole nitrate
miconazole nitrate,miconazole nitrate
miconazole nitrate combination pack,miconazole nitrate
miconazole nitrate component of easotic,miconazole nitrate
miconazole nitrate component of vusion,miconazole nitrate
micort-hc,hydrocortisone acetate
micotil,tilmicosin
micralax,sodium citrate
micro k,potassium chloride
micro-k,potassium chloride
micro-k 10,potassium chloride
micro-k ls,potassium chloride
microderm,chlorhexidine gluconate
micronase,glyburide
micronor,norethindrone
micronor hrt,norethindrone
micropirin ec,aspirin
microsul,sulfamethizole
microtet,oxytetracycline
microval,levonorgestrel
microzide,hydrochlorothiazide
mictonorm,propiverine
mictral,nalidixic acid
micturin 12.5,terodiline hydrochloride
micturin 25,terodiline hydrochloride
midaflur,midaflur
midamor,amiloride hydrochloride
midazolam,midazolam
midazolam hydrochloride,midazolam hydrochloride
midazolam hydrochloride (autoinjector),midazolam hydrochloride
midazolam hydrochloride preservative free,midazolam hydrochloride
midazolam in 0.8% sodium chloride,midazolam
midazolam in 0.9% sodium chloride,midazolam
midetorin,desloratadine
midodrine,midodrine
midodrine hydrochloride,midodrine hydrochloride
midol,ibuprofen
midol liquid gels,ibuprofen
midomafetamine,midomafetamine
midomafetamine hydrochloride,midomafetamine hydrochloride
midon,midodrine hydrochloride
midostaurin,midostaurin
midozalam hydrochloride,midazolam hydrochloride
miebo,perfluorohexyloctane
mifamurtide,mifamurtide
mifegyne,mifepristone
mifeprex,mifepristone
mifepristone,mifepristone
mifobate,mifobate
migalastat,migalastat
migalastat hydrochloride,migalastat hydrochloride
migaldendranib,migaldendranib
migard,frovatriptan
migarid-10,flunarizine hydrochloride
miglitol,miglitol
miglustat,miglustat
miglustat dipharma,miglustat
miglustat gen.orph,miglustat
miglyol 810 n,medium-chain triglycerides
migoprotafib,migoprotafib
migrafen,ibuprofen
migraitan,sumatriptan succinate
migraleve ultra,sumatriptan succinate
migril,ergotamine tartrate
mil-par,magnesium hydroxide
milademetan,milademetan
milademetan tosylate,milademetan tosylate
milatuzumab,milatuzumab
mildison lipocream,hydrocortisone
milenperone,milenperone
milform,metformin hydrochloride
milid,proglumide
milipertine,milipertine
milk of magnesia,magnesium hydroxide
milnacipran hydrochloride,milnacipran hydrochloride
milnacipran pierre fabre medicament,milnacipran
milodistim,milodistim
milontin,phensuximide
milophene,clomiphene citrate
milpecitinib,milpecitinib
milpectinib,milpecitinib
milprosa,progesterone
milrinone,milrinone
milrinone lactate,milrinone lactate
miltex,miltefosine
milton in emuls wax,sodium hypochlorite
milton in liq paraf,sodium hypochlorite
milton no.2,sodium hypochlorite
miltown,meprobamate
milvexian,milvexian
mimpara,cinacalcet hydrochloride
min-i-mix,methylprednisolone sodium succinate
minalrestat,minalrestat
minaprine,minaprine
minaprine hydrochloride,minaprine hydrochloride
minaxolone,minaxolone
minims,moxifloxacin hydrochloride
minipress,prazosin hydrochloride
minipress xl,prazosin hydrochloride
minirin,desmopressin acetate
minitec,sodium pertechnetate tc 99m
minitran,nitroglycerin
minitran 10,nitroglycerin
minitran 15,nitroglycerin
minitran 5,nitroglycerin
minivelle,estradiol
miniversol,sodium chloride
minjuvi,tafasitamab
minocin,minocycline hydrochloride
minocin 50,minocycline hydrochloride
minocin mr,minocycline hydrochloride
minocromil,minocromil
minocycline,minocycline
minocycline hydrochloride,minocycline hydrochloride
minodiab 2.5,glipizide
minodiab 5,glipizide
minodyl,minoxidil
minogal,minocycline hydrochloride
minolira,minocycline hydrochloride
minoxidil,minoxidil
minoxidil (for men),minoxidil
minoxidil (for women),minoxidil
minoxidil extra strength (for men),minoxidil
mintec,peppermint oil
mintezol,thiabendazole
mintreleq xl,quetiapine
minzasolmin,minzasolmin
miochol,acetylcholine chloride
miochol-e,acetylcholine chloride
mioflazine,mioflazine
miolaxin,methocarbamol
miostat,carbachol
mipasetamab,mipasetamab
mipasetamab uzoptirine,mipasetamab uzoptirine
mipet easecto,sarolaner
miphtel,acetylcholine chloride
miplyffa,arimoclomol citrate
mipomersen sodium,mipomersen sodium
mipsagargin,mipsagargin
mirabegron,mirabegron
miradol,acetaminophen
miradon,anisindione
miralax,polyethylene glycol 3350
miraluma,technetium tc 99m sestamibi
miransertib,miransertib
miransertib mesylate,miransertib mesylate
mirapex,pramipexole dihydrochloride
mirapex er,pramipexole dihydrochloride
mirapexin,pramipexole dihydrochloride monohydrate
mirataz,mirtazapine
mirbanil,sulpiride
mircera,methoxy polyethylene glycol-epoetin beta
mirdametinib,mirdametinib
mirena,levonorgestrel
miricorilant,miricorilant
miridesap,miridesap
mirikizumab,mirikizumab
mirogabalin,mirogabalin
mirostipen,mirostipen
