cluster_key,entity_key,suggested_canonical,sponsor_labels,aliases_sample,sources,sponsor_types,score,evidence,confidence_bucket,blocked_reason,review_bucket,applied
entity:chru tours:auto,chru tours,CHRU de Tours,CHRU de Tours|CHRU DE TOURS,chru de tours|chru tours|chru-tours|chu tours,bulk_reviewed|llm_reviewed,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:chu amiens picardie:auto,chu amiens picardie,CHU Amiens-Picardie,CHU Amiens-Picardie,centre hospitalier universitaire amiens picardie|centre hospitalier universitaire amiens-picardie|centre hospitalier universitaire d'amiens-picardie|centre hospitalier universitaire de amiens-picardie|chu amiens|chu amiens / chu amiens|chu amiens picardie|chu amiens-picardie,llm_reviewed|manual|review_queue,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:chu amiens:auto,chu amiens,CHU Amiens-Picardie,CHU d'Amiens,centre hospitalier universitaire damiens,llm_reviewed,unknown,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:chu amiens:blocked,chu amiens,CHU Amiens-Picardie,CHU Amiens-Picardie,centre hospitalier universitaire amiens picardie|centre hospitalier universitaire amiens-picardie|centre hospitalier universitaire d'amiens-picardie|centre hospitalier universitaire de amiens-picardie|chu amiens|chu amiens / chu amiens|chu amiens picardie|chu amiens-picardie,llm_reviewed|manual|review_queue,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu brugmann:auto,chu brugmann,CHU Brugmann,CHU Brugmann,association hospitalire chu brugmann|centre hospitalier universitaire brugmann|centre hospitalier universitaire d'brugmann|centre hospitalier universitaire de brugmann|chu brugmann|chu d'brugmann|chu de brugmann,manual|review_queue,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:chu clermont ferrand drci:blocked,chu clermont ferrand drci,CHU de Clermont-Ferrand,CHU de Clermont-Ferrand,c h u de clermont ferrand|centre hospitalier universitaire clermont-ferrand|centre hospitalier universitaire d'clermont-ferrand|centre hospitalier universitaire de clermont-ferrand|chu clermont ferrand - drci|chu clermont-ferrand|chu d'clermont-ferrand|chu de clermont ferrand,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu clermont ferrand:auto,chu clermont ferrand,CHU de Clermont-Ferrand,CHU de Clermont-Ferrand,c h u de clermont ferrand|centre hospitalier universitaire clermont-ferrand|centre hospitalier universitaire d'clermont-ferrand|centre hospitalier universitaire de clermont-ferrand|chu clermont ferrand - drci|chu clermont-ferrand|chu d'clermont-ferrand|chu de clermont ferrand,llm_reviewed|manual,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:chu damiens:blocked,chu damiens,CHU Amiens-Picardie,CHU Amiens-Picardie,centre hospitalier universitaire amiens picardie|centre hospitalier universitaire amiens-picardie|centre hospitalier universitaire d'amiens-picardie|centre hospitalier universitaire de amiens-picardie|chu amiens|chu amiens / chu amiens|chu amiens picardie|chu amiens-picardie,llm_reviewed|manual|review_queue,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu etienne:auto,chu etienne,CHU de Saint-Étienne,CHU de Saint-Etienne|CHU de Saint-Étienne,centre hospitalier universitaire d'saint-etienne|centre hospitalier universitaire de saint etienne|centre hospitalier universitaire de saint etienne / centre hospitalier universitaire de saint etienne|centre hospitalier universitaire de saint-etienne|centre hospitalier universitaire saint-etienne|chu d'saint-etienne|chu de saint etienne|chu de saint-etienne,llm_reviewed|manual|review_queue,hospital|unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:chu gabriel montpied:auto,chu gabriel montpied,CHU de Clermont-Ferrand,CHU Gabriel Montpied,chu gabriel montpied,llm_reviewed,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:chu gabriel montpied:blocked,chu gabriel montpied,CHU de Clermont-Ferrand,CHU de Clermont-Ferrand,c h u de clermont ferrand|centre hospitalier universitaire clermont-ferrand|centre hospitalier universitaire d'clermont-ferrand|centre hospitalier universitaire de clermont-ferrand|chu clermont ferrand - drci|chu clermont-ferrand|chu d'clermont-ferrand|chu de clermont ferrand,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu liege:blocked,chu liege,Centre Hospitalier Universitaire de Liège,Centre Hospitalier Universitaire de Liège,centre hospitalier universitaire d'liege|centre hospitalier universitaire de liege|centre hospitalier universitaire de lige|centre hospitalier universitaire liege|chu d'liege|chu de liege|chu de lige|chu liege,llm_reviewed|manual|review_queue,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu lige physical:blocked,chu lige physical,Centre Hospitalier Universitaire de Liège,Centre Hospitalier Universitaire de Liège,centre hospitalier universitaire d'liege|centre hospitalier universitaire de liege|centre hospitalier universitaire de lige|centre hospitalier universitaire liege|chu d'liege|chu de liege|chu de lige|chu liege,llm_reviewed|manual|review_queue,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu lige:blocked,chu lige,Centre Hospitalier Universitaire de Liège,Centre Hospitalier Universitaire de Liège,centre hospitalier universitaire d'liege|centre hospitalier universitaire de liege|centre hospitalier universitaire de lige|centre hospitalier universitaire liege|chu d'liege|chu de liege|chu de lige|chu liege,llm_reviewed|manual|review_queue,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu lille:blocked,chu lille,Centre Hospitalier Universitaire de Lille,Centre Hospitalier Universitaire de Lille,centre hospitalier regional universitaire de lille|centre hospitalier rgional et universitaire de lille|centre hospitalier rgional universitaire de lille|centre hospitalier rgional universitaire lille|centre hospitalier universiatire de lille|centre hospitalier universitaire d'lille|centre hospitalier universitaire de lille|centre hospitalier universitaire lille,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu nancy:auto,chu nancy,CHU de Nancy,CHU de Nancy,centre hospitalier universitaire d'nancy|centre hospitalier universitaire de nancy|centre hospitalier universitaire nancy|chu d'nancy|chu de nancy|chu nancy,manual,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:chu sart tilman:auto,chu sart tilman,Centre Hospitalier Universitaire de Liège,CHU Sart Tilman,chu sart tilman,llm_reviewed,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,A-F,TRUE
entity:chu sart tilman:blocked,chu sart tilman,Centre Hospitalier Universitaire de Liège,Centre Hospitalier Universitaire de Liège,centre hospitalier universitaire d'liege|centre hospitalier universitaire de liege|centre hospitalier universitaire de lige|centre hospitalier universitaire liege|chu d'liege|chu de liege|chu de lige|chu liege,llm_reviewed|manual|review_queue,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu toulouse:auto,chu toulouse,CHU de Toulouse,CHU de Toulouse,centre hospitalier universitaire d'toulouse|centre hospitalier universitaire de toulouse|centre hospitalier universitaire toulouse|chu d'toulouse|chu de toulouse|chu toulouse|toulouse university hospital|uhtoulouse,llm_reviewed|manual,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,A-F,TRUE
entity:chu tours:blocked,chu tours,CHRU de Tours,CHRU de Tours,chru tours|chru-tours|chu tours,llm_reviewed,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:chu ulg:blocked,chu ulg,Centre Hospitalier Universitaire de Liège,Centre Hospitalier Universitaire de Liège,centre hospitalier universitaire d'liege|centre hospitalier universitaire de liege|centre hospitalier universitaire de lige|centre hospitalier universitaire liege|chu d'liege|chu de liege|chu de lige|chu liege,llm_reviewed|manual|review_queue,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
entity:cinclus pharma holding publ:blocked,cinclus pharma holding publ,Cinclus Pharma,Cinclus Pharma,cinclus pharma holding ab publ,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,A-F,FALSE
